epoch,train_rmse_db,validation_rmse_db
1.000000000000000000e+00,6.811935780469410062e+00,7.304976096927130236e+00
2.000000000000000000e+00,6.687637363131361923e+00,7.186611179818653383e+00
3.000000000000000000e+00,6.545883898837184134e+00,7.062357297484820329e+00
4.000000000000000000e+00,6.372792487850416521e+00,6.923012486916397812e+00
5.000000000000000000e+00,6.145845290625534751e+00,6.758149781244788379e+00
6.000000000000000000e+00,5.874338023563528743e+00,6.549094100121055639e+00
7.000000000000000000e+00,5.570887204296921524e+00,6.335824332165422845e+00
8.000000000000000000e+00,5.265109395629693267e+00,6.147481123775085265e+00
9.000000000000000000e+00,5.022176552332062727e+00,6.017984229256969186e+00
1.000000000000000000e+01,4.837271031488568518e+00,5.901571382790108622e+00
1.100000000000000000e+01,4.708448857734103932e+00,5.824811877215964273e+00
1.200000000000000000e+01,4.624385240522833840e+00,5.746340164878042778e+00
1.300000000000000000e+01,4.553930743513099344e+00,5.628832977784415270e+00
1.400000000000000000e+01,4.488102968507489798e+00,5.493365250308943182e+00
1.500000000000000000e+01,4.428127237563217911e+00,5.314884859392570604e+00
1.600000000000000000e+01,4.369352923287295631e+00,5.249941382342056428e+00
1.700000000000000000e+01,4.316197880811319720e+00,5.192478178306439318e+00
1.800000000000000000e+01,4.265328861545786054e+00,5.111805006842802257e+00
1.900000000000000000e+01,4.218446861460597219e+00,5.046357340475898567e+00
2.000000000000000000e+01,4.174664949107552481e+00,4.954368458049835056e+00
2.100000000000000000e+01,4.134574188147343676e+00,4.941702207127525170e+00
2.200000000000000000e+01,4.099396053064945811e+00,4.889230092025720786e+00
2.300000000000000000e+01,4.063799716742699353e+00,4.846991205354226118e+00
2.400000000000000000e+01,4.031382081314705879e+00,4.793338135736651573e+00
2.500000000000000000e+01,4.000149977757435416e+00,4.731973637855171333e+00
2.600000000000000000e+01,3.967747694549417670e+00,4.708655998324710268e+00
2.700000000000000000e+01,3.937108925318991481e+00,4.672177897741527808e+00
2.800000000000000000e+01,3.905718929783590365e+00,4.614232881567724931e+00
2.900000000000000000e+01,3.878383531006472484e+00,4.571526437725527359e+00
3.000000000000000000e+01,3.851369596717991950e+00,4.574900803234069890e+00
3.100000000000000000e+01,3.824410652135964650e+00,4.558271692472111170e+00
3.200000000000000000e+01,3.801395742056211446e+00,4.510737437809839712e+00
3.300000000000000000e+01,3.777525091409321245e+00,4.511384378313722188e+00
3.400000000000000000e+01,3.753813149075767797e+00,4.464913959318437264e+00
3.500000000000000000e+01,3.732582395795076113e+00,4.447109070656320995e+00
3.600000000000000000e+01,3.715967174840327125e+00,4.431981800682414097e+00
3.700000000000000000e+01,3.700672565330268782e+00,4.447895902608768104e+00
3.800000000000000000e+01,3.678995476428054801e+00,4.401375634585186880e+00
3.900000000000000000e+01,3.659548490196369297e+00,4.391587128964396847e+00
4.000000000000000000e+01,3.642941572204555278e+00,4.356750136480569857e+00
4.100000000000000000e+01,3.623966152603548263e+00,4.368552894816517984e+00
4.200000000000000000e+01,3.606761246680214583e+00,4.357395968556216026e+00
4.300000000000000000e+01,3.592001139747409422e+00,4.324607640820558707e+00
4.400000000000000000e+01,3.573692326805959940e+00,4.311981395907745096e+00
4.500000000000000000e+01,3.558685053681959420e+00,4.335232127224567300e+00
4.600000000000000000e+01,3.542260231742109244e+00,4.278279060563560776e+00
4.700000000000000000e+01,3.527036264997954973e+00,4.296954402647440219e+00
4.800000000000000000e+01,3.514518412813383286e+00,4.292030574433936430e+00
4.900000000000000000e+01,3.499512166835498483e+00,4.259401665562568162e+00
5.000000000000000000e+01,3.486449918795005765e+00,4.257563717732200104e+00
5.100000000000000000e+01,3.473844956290268904e+00,4.246814638917294715e+00
5.200000000000000000e+01,3.462028968538548579e+00,4.228896586697733717e+00
5.300000000000000000e+01,3.453034524696286578e+00,4.204904463095590295e+00
5.400000000000000000e+01,3.441638930775840599e+00,4.246149706964430948e+00
5.500000000000000000e+01,3.430441813302424148e+00,4.211755915873001577e+00
5.600000000000000000e+01,3.423359853591240842e+00,4.198718827112909224e+00
5.700000000000000000e+01,3.409916047238620518e+00,4.225807073136272685e+00
5.800000000000000000e+01,3.403382968973788003e+00,4.159274244790208463e+00
5.900000000000000000e+01,3.393851087777025821e+00,4.208636562001285775e+00
6.000000000000000000e+01,3.380058883046425322e+00,4.181867834460632594e+00
6.100000000000000000e+01,3.370035568547874227e+00,4.168584616515794927e+00
6.200000000000000000e+01,3.361972953966714694e+00,4.163391848741333057e+00
6.300000000000000000e+01,3.352078910026927261e+00,4.142723163703480260e+00
6.400000000000000000e+01,3.343791788774047369e+00,4.165846077936656400e+00
6.500000000000000000e+01,3.332788348400350653e+00,4.164989687000298701e+00
6.600000000000000000e+01,3.324102416847333430e+00,4.121253510860317881e+00
6.700000000000000000e+01,3.315160356784293327e+00,4.149787133798667149e+00
6.800000000000000000e+01,3.306575813350159265e+00,4.175798486875507365e+00
6.900000000000000000e+01,3.296683999979067803e+00,4.120132668296349721e+00
7.000000000000000000e+01,3.287373318880380424e+00,4.118547155051164310e+00
7.100000000000000000e+01,3.278697667636456092e+00,4.119209846867788904e+00
7.200000000000000000e+01,3.268606367427572490e+00,4.120665681473916209e+00
7.300000000000000000e+01,3.261672252002741246e+00,4.108123693357116579e+00
7.400000000000000000e+01,3.254923029069033635e+00,4.083267028476665672e+00
7.500000000000000000e+01,3.242931902303895164e+00,4.103248731292557849e+00
7.600000000000000000e+01,3.234740237191687129e+00,4.110516178827422706e+00
7.700000000000000000e+01,3.228280125604202411e+00,4.053727620286155187e+00
7.800000000000000000e+01,3.217842745018646422e+00,4.110617146666762700e+00
7.900000000000000000e+01,3.207814780719572934e+00,4.051749940827062524e+00
8.000000000000000000e+01,3.199786254562757559e+00,4.027702819131204315e+00
8.100000000000000000e+01,3.187893141048111278e+00,4.079848194073073309e+00
8.200000000000000000e+01,3.179074715630721304e+00,4.047562855636842372e+00
8.300000000000000000e+01,3.168824316145338216e+00,4.024123846671318283e+00
8.400000000000000000e+01,3.163649765524437107e+00,4.073954730596311968e+00
8.500000000000000000e+01,3.153315882292291761e+00,4.038505148914638632e+00
8.600000000000000000e+01,3.146450311200966965e+00,4.002632580146429753e+00
8.700000000000000000e+01,3.139611147390400703e+00,4.042034252084444113e+00
8.800000000000000000e+01,3.131847319080556247e+00,4.001907890659007982e+00
8.900000000000000000e+01,3.125283641240065080e+00,3.988502618801959887e+00
9.000000000000000000e+01,3.120550525857147761e+00,3.980314572867519551e+00
9.100000000000000000e+01,3.113847301183580107e+00,4.004446753030156181e+00
9.200000000000000000e+01,3.107145866805673950e+00,3.957985542297845605e+00
9.300000000000000000e+01,3.100023756230446903e+00,4.017370286100979904e+00
9.400000000000000000e+01,3.096117429573986612e+00,3.932200146956471798e+00
9.500000000000000000e+01,3.088123193160993374e+00,3.999589316327494259e+00
9.600000000000000000e+01,3.076996902960410729e+00,3.963388619506858390e+00
9.700000000000000000e+01,3.069852728643978068e+00,3.955383980333930349e+00
9.800000000000000000e+01,3.062777939190415299e+00,3.934147725021826414e+00
9.900000000000000000e+01,3.059102074992951170e+00,3.920785826322888301e+00
1.000000000000000000e+02,3.048203675123100087e+00,3.936276927952792715e+00
1.010000000000000000e+02,3.040252841799735872e+00,3.935741439809538278e+00
1.020000000000000000e+02,3.039143923815151638e+00,3.898773576334842783e+00
1.030000000000000000e+02,3.033805192246213700e+00,3.945396106519750479e+00
1.040000000000000000e+02,3.030138011272224929e+00,3.868197916309588091e+00
1.050000000000000000e+02,3.018462192226837537e+00,3.884478803443824013e+00
1.060000000000000000e+02,3.008246502063038452e+00,3.928562871102421639e+00
1.070000000000000000e+02,3.002432755404843778e+00,3.865839229265714216e+00
1.080000000000000000e+02,2.996063945835639508e+00,3.891778147474413085e+00
1.090000000000000000e+02,2.991572427508983001e+00,3.886580221680492553e+00
1.100000000000000000e+02,2.982772140576434694e+00,3.859065881757215433e+00
1.110000000000000000e+02,2.984931106996759009e+00,3.915366182654459237e+00
1.120000000000000000e+02,2.971283151809784417e+00,3.868264438114914938e+00
1.130000000000000000e+02,2.966390483276033496e+00,3.853622979672880255e+00
1.140000000000000000e+02,2.959933490654595989e+00,3.848404973964092868e+00
1.150000000000000000e+02,2.953368462523902060e+00,3.838286863313468800e+00
1.160000000000000000e+02,2.946245573301304432e+00,3.835564619238366557e+00
1.170000000000000000e+02,2.950741385562298369e+00,3.784955403903032423e+00
1.180000000000000000e+02,2.960311820540930672e+00,3.928665345912177198e+00
1.190000000000000000e+02,2.938654805471327514e+00,3.767132883829277468e+00
1.200000000000000000e+02,2.921333669059590132e+00,3.816694144450609727e+00
1.210000000000000000e+02,2.916425394027947426e+00,3.811273855570652458e+00
1.220000000000000000e+02,2.914562560720852957e+00,3.842562476252912695e+00
1.230000000000000000e+02,2.911227057452744571e+00,3.746135132453297434e+00
1.240000000000000000e+02,2.904116567833914253e+00,3.807832074190340865e+00
1.250000000000000000e+02,2.894878768485301457e+00,3.757274036562795683e+00
1.260000000000000000e+02,2.885823775923976875e+00,3.771961961320087653e+00
1.270000000000000000e+02,2.883148469331540120e+00,3.789921111936588982e+00
1.280000000000000000e+02,2.877531267949410942e+00,3.725255033131240179e+00
1.290000000000000000e+02,2.875960021149841950e+00,3.754394299995116757e+00
1.300000000000000000e+02,2.864766458299996099e+00,3.800037850655897831e+00
1.310000000000000000e+02,2.856205759935912081e+00,3.734459964286862110e+00
1.320000000000000000e+02,2.852829062083485301e+00,3.784277316689319992e+00
1.330000000000000000e+02,2.845635854079088478e+00,3.717398202025515630e+00
1.340000000000000000e+02,2.844066565145813463e+00,3.779593735115300390e+00
1.350000000000000000e+02,2.828464944045517182e+00,3.713611452089467413e+00
1.360000000000000000e+02,2.824768228060866360e+00,3.765372831736447878e+00
1.370000000000000000e+02,2.815996774209955866e+00,3.706270846292169630e+00
1.380000000000000000e+02,2.807982007144914416e+00,3.721776823692222624e+00
1.390000000000000000e+02,2.804463881152310378e+00,3.721648207164833355e+00
1.400000000000000000e+02,2.796929040271565636e+00,3.696663603728358005e+00
1.410000000000000000e+02,2.792510218677296319e+00,3.741887243833553978e+00
1.420000000000000000e+02,2.782057473532333791e+00,3.691700243375704460e+00
1.430000000000000000e+02,2.777010393568313251e+00,3.709633628519453996e+00
1.440000000000000000e+02,2.768654558516715714e+00,3.679003373263322718e+00
1.450000000000000000e+02,2.769997381264444947e+00,3.731976162313233480e+00
1.460000000000000000e+02,2.761846624597289690e+00,3.646879093344812528e+00
1.470000000000000000e+02,2.750304092050655846e+00,3.685473457960666277e+00
1.480000000000000000e+02,2.744504099137740738e+00,3.635822056165660232e+00
1.490000000000000000e+02,2.736248964848323251e+00,3.689646438425180808e+00
1.500000000000000000e+02,2.728286424910663310e+00,3.641406631326607357e+00
1.510000000000000000e+02,2.722353643751364238e+00,3.641617291924917676e+00
1.520000000000000000e+02,2.722639862009022860e+00,3.627321329704999098e+00
1.530000000000000000e+02,2.710404972576152538e+00,3.637776567833584274e+00
1.540000000000000000e+02,2.708394440570365713e+00,3.618717293394857037e+00
1.550000000000000000e+02,2.702406599214278948e+00,3.657090982045441585e+00
1.560000000000000000e+02,2.697488851232881846e+00,3.577069713511840998e+00
1.570000000000000000e+02,2.690794696629755567e+00,3.660474378302670306e+00
1.580000000000000000e+02,2.686299656117560719e+00,3.655471910010620995e+00
1.590000000000000000e+02,2.676389859769544799e+00,3.604587852196844189e+00
1.600000000000000000e+02,2.669639172259196336e+00,3.622375622752395330e+00
1.610000000000000000e+02,2.666820531773550051e+00,3.598456188324939298e+00
1.620000000000000000e+02,2.659736740781181830e+00,3.616913707096599762e+00
1.630000000000000000e+02,2.659779652439319353e+00,3.629510461012567912e+00
1.640000000000000000e+02,2.651702010567714041e+00,3.589746549243348461e+00
1.650000000000000000e+02,2.667986069159538953e+00,3.667561127590786452e+00
1.660000000000000000e+02,2.648041041357855008e+00,3.556158038334214844e+00
1.670000000000000000e+02,2.634675089980317519e+00,3.569556840333703907e+00
1.680000000000000000e+02,2.629932248246725113e+00,3.583857208121241200e+00
1.690000000000000000e+02,2.622669308496754503e+00,3.594028753996613368e+00
1.700000000000000000e+02,2.622049558205644448e+00,3.586225253865126028e+00
1.710000000000000000e+02,2.621838237219177081e+00,3.574589946875538438e+00
1.720000000000000000e+02,2.611371308341493336e+00,3.536268139199265192e+00
1.730000000000000000e+02,2.609022137983429079e+00,3.615366759196898983e+00
1.740000000000000000e+02,2.653627898494962611e+00,3.521498959246688099e+00
1.750000000000000000e+02,2.601999385535894938e+00,3.604879338470186934e+00
1.760000000000000000e+02,2.591634231805662658e+00,3.559696445723446789e+00
1.770000000000000000e+02,2.589129568236462564e+00,3.545811532529356658e+00
1.780000000000000000e+02,2.581388642930130040e+00,3.546409409363175058e+00
1.790000000000000000e+02,2.577594936578737617e+00,3.533751127837211570e+00
1.800000000000000000e+02,2.572068565331678602e+00,3.549556110793365526e+00
1.810000000000000000e+02,2.567815840934760452e+00,3.544096734657565140e+00
1.820000000000000000e+02,2.572315572338994549e+00,3.516949274608764497e+00
1.830000000000000000e+02,2.565991876615027589e+00,3.598606315482927531e+00
1.840000000000000000e+02,2.559570268121391212e+00,3.509785264207544220e+00
1.850000000000000000e+02,2.553419679795953634e+00,3.529828115885222051e+00
1.860000000000000000e+02,2.551239482432365424e+00,3.555122680316214812e+00
1.870000000000000000e+02,2.561144398417271706e+00,3.489318055411993580e+00
1.880000000000000000e+02,2.550697023318793999e+00,3.597573560028699546e+00
1.890000000000000000e+02,2.541771439616414163e+00,3.559356755777044246e+00
1.900000000000000000e+02,2.546763353514662764e+00,3.500961924367493872e+00
1.910000000000000000e+02,2.529205339082355675e+00,3.549334919078553696e+00
1.920000000000000000e+02,2.522735470641615851e+00,3.531118509785400761e+00
1.930000000000000000e+02,2.523883818119160072e+00,3.489993198118690465e+00
1.940000000000000000e+02,2.514429824018852511e+00,3.520756182284129565e+00
1.950000000000000000e+02,2.514375765864749201e+00,3.517206920245287360e+00
1.960000000000000000e+02,2.507425458318711442e+00,3.545500752811300949e+00
1.970000000000000000e+02,2.509247887138221778e+00,3.536757127313454596e+00
1.980000000000000000e+02,2.502324248929674866e+00,3.523641938545537755e+00
1.990000000000000000e+02,2.504594116713029006e+00,3.488274558269546688e+00
2.000000000000000000e+02,2.493503897220511245e+00,3.534844016209358841e+00
2.010000000000000000e+02,2.488688388200736235e+00,3.535824861946075259e+00
2.020000000000000000e+02,2.482738477299472724e+00,3.494194740322453807e+00
2.030000000000000000e+02,2.492618660738743497e+00,3.494472670841497042e+00
2.040000000000000000e+02,2.482266739417656076e+00,3.534610944622411211e+00
2.050000000000000000e+02,2.491512679253526041e+00,3.479306013509134932e+00
2.060000000000000000e+02,2.473391920975843483e+00,3.475765571359743511e+00
2.070000000000000000e+02,2.471394015020607071e+00,3.552070685916983717e+00
2.080000000000000000e+02,2.460198420220023330e+00,3.475312984680509309e+00
2.090000000000000000e+02,2.454955547778216118e+00,3.482774931615983505e+00
2.100000000000000000e+02,2.464668980553595734e+00,3.566726269458978305e+00
2.110000000000000000e+02,2.447432539761815296e+00,3.484463528876132976e+00
2.120000000000000000e+02,2.442732221254449332e+00,3.495862387732582732e+00
2.130000000000000000e+02,2.448440342650594292e+00,3.446046569497908774e+00
2.140000000000000000e+02,2.440701991130395321e+00,3.517981120319268573e+00
2.150000000000000000e+02,2.435511585146937108e+00,3.475693328626404899e+00
2.160000000000000000e+02,2.437556638169872780e+00,3.474716212591347109e+00
2.170000000000000000e+02,2.427237483580839239e+00,3.450488672418397851e+00
2.180000000000000000e+02,2.432151768671995118e+00,3.481904897149035616e+00
2.190000000000000000e+02,2.419977189496366865e+00,3.467246298923221559e+00
2.200000000000000000e+02,2.438178458442351815e+00,3.523316442045310914e+00
2.210000000000000000e+02,2.410177205162321368e+00,3.494383395000666859e+00
2.220000000000000000e+02,2.404874611428352349e+00,3.476348831653094607e+00
2.230000000000000000e+02,2.403983354401066475e+00,3.487346588852910934e+00
2.240000000000000000e+02,2.425411471011743370e+00,3.524398238617310497e+00
2.250000000000000000e+02,2.399295147508598181e+00,3.467022250133102723e+00
2.260000000000000000e+02,2.399419979652991142e+00,3.467942294047996477e+00
2.270000000000000000e+02,2.396377761090390468e+00,3.493512291484289545e+00
2.280000000000000000e+02,2.385149499197761092e+00,3.473771279719047200e+00
2.290000000000000000e+02,2.387418643853861155e+00,3.432939464194580292e+00
2.300000000000000000e+02,2.379029690487085347e+00,3.481370453137953902e+00
2.310000000000000000e+02,2.381552579807892922e+00,3.486464997454358450e+00
2.320000000000000000e+02,2.370756869569706105e+00,3.468174061935204389e+00
2.330000000000000000e+02,2.366808360194456284e+00,3.483110770336859563e+00
2.340000000000000000e+02,2.361818887135653799e+00,3.445844428421403371e+00
2.350000000000000000e+02,2.358161815599152611e+00,3.435616509492687154e+00
2.360000000000000000e+02,2.361856960983371057e+00,3.448690775462406766e+00
2.370000000000000000e+02,2.359383008476989563e+00,3.426383158951552321e+00
2.380000000000000000e+02,2.357157745335459076e+00,3.502419771774544444e+00
2.390000000000000000e+02,2.346194584765572078e+00,3.429171226219416280e+00
2.400000000000000000e+02,2.341621243715281242e+00,3.437756886229475395e+00
2.410000000000000000e+02,2.346942224456460835e+00,3.468476413968240024e+00
2.420000000000000000e+02,2.344974783243194860e+00,3.468131778415552535e+00
2.430000000000000000e+02,2.331341873626544992e+00,3.474171304797921245e+00
2.440000000000000000e+02,2.327071466629367258e+00,3.410469193187086745e+00
2.450000000000000000e+02,2.339830704297617192e+00,3.414520225188300451e+00
2.460000000000000000e+02,2.321913120823051901e+00,3.460726804885479790e+00
2.470000000000000000e+02,2.320514674619533757e+00,3.449721783245576656e+00
2.480000000000000000e+02,2.311891566772426909e+00,3.441136828352719057e+00
